Id,Price
725,162598.41946978134
15856,205553.55140758728
5480,363585.43035800307
15664,342758.1046995151
14275,143574.6938866625
7633,207747.92540487353
13329,162851.23559031016
5502,226217.0114410678
4220,296722.304596157
11538,213943.1144485655
15975,270830.1518305683
3310,215482.76241855792
9286,148836.15002915944
11260,194658.0516551113
5214,107251.73103668295
11307,187634.95274762702
13543,394816.50193288736
615,184505.03882843163
3495,226689.67948340584
2321,232833.09574572174
12046,199048.6269534679
16688,144890.27477250883
12694,229413.25368533106
783,154228.63249475337
8968,165118.8963176791
13454,175723.45287590538
12190,270002.1221808876
11160,111717.11098185698
10291,202401.84761661888
891,293787.24661027716
2982,179778.8608307159
3818,282683.54274406267
2449,195001.26093590472
8317,165797.10043346716
4922,188685.09049485586
1257,241074.3891744192
9348,212203.44813201667
4176,173366.2673527513
10704,162860.838007799
6624,114248.71429386947
5428,182092.74513294137
12749,188227.76362106728
8994,232004.65126354902
11513,141040.9468425693
3047,195995.59229905024
9519,201213.09903227937
12309,234856.01546193555
14081,268358.8046931262
8334,258807.35313090973
6343,180848.9147773492
14788,129601.43473400308
15748,389809.71213948756
153,254189.11581116635
14149,187529.31202880677
269,187579.35149388108
5452,133645.8553391655
721,168715.8665407017
5079,329171.5950111242
2831,125171.3370080032
10614,116229.28604236778
10131,337651.6613876662
9996,270803.65959457005
3061,187714.07266526806
11733,308098.99175732036
3726,255385.06750220634
10929,219731.7900723192
9011,426907.25938477233
16182,281919.95412317436
4976,163547.53332085785
9897,245932.58002402796
1872,154052.18679194868
9205,427939.4972966056
5403,393108.02174224803
14074,229870.46948893543
6268,155679.24488467575
14232,160637.12631674734
8532,222922.85361663828
7034,314942.0517351548
6553,449985.2725781654
3133,178924.904976657
8596,195293.9083897714
12389,254088.88628964894
14462,178480.2490134354
8860,369767.1719808749
8377,284537.43784052314
6367,328677.3990680799
6917,249782.8155034493
4216,189121.5564479666
5806,171210.99984657232
5438,193018.97073141977
6632,203815.9716234743
2650,152413.09389351474
5396,177283.83269804582
4044,149228.30432205278
1345,246404.91360179134
856,187586.8145097914
12791,269896.23018046835
12499,214683.90667702418
12249,128161.96323224022
14641,145802.8903909407
1919,163639.17892847292
7848,201739.13783027336
10749,180430.81506386693
15554,172801.636615413
15834,214174.89969959075
1355,157207.92373801908
15451,172338.3221131229
12401,214938.71772805997
10290,171318.20666806583
9462,117859.51981394964
3103,240133.82103911173
3420,139167.1084140581
12262,238661.51793790195
5032,134803.79752531898
8949,312334.7181390584
15567,227897.03673353966
16389,161592.97640521656
7809,90138.96486288504
8990,146606.6973990518
16089,269102.876316111
12743,104427.46987837605
5132,126682.74405228329
1619,277484.5740343614
2428,71298.54257095198
16741,155788.43453607592
13193,224827.18453037928
12588,524334.9160080352
5067,169196.5555914833
14685,127257.88083610484
2292,168245.13268986228
5746,124530.88413700322
12578,158582.6581592053
14834,174068.0174113021
2147,169642.57172122502
8222,127928.57661359543
10419,267404.52983494627
11492,207208.27941276887
3006,218311.2815915643
8761,193839.64809312095
15371,338710.6368215691
16367,167598.85924828902
6317,273320.10068930563
10878,290529.47190621926
3895,157391.57760754935
8041,136107.07981515952
13428,455145.75843545335
14669,148648.66793548912
1006,180418.38439106106
12271,179372.8195074551
3764,367558.9091496145
7675,177610.814955081
11709,282618.90220563585
8629,146652.1701801405
1105,286802.4471216209
6096,185289.15765858724
11727,212476.46296761435
5157,180508.46229040565
3679,129496.62116333525
1755,139584.67647740355
7391,193598.3613168959
7425,103034.88547458714
6882,438303.2889953638
10752,367332.7163842921
7472,227036.8846091325
14320,103205.02918560996
9596,163289.37878585543
5317,214222.28750587947
7378,87525.84504749245
16154,181837.85038007726
3464,193852.33724193883
4197,240812.8238421205
9477,116282.32709462653
12705,197825.26616956477
16426,204917.10739694882
1481,67162.77819123883
9946,256710.1730578608
12025,223344.95779242233
5341,228860.61537359125
9923,286162.8248716769
7953,225798.04928622692
11066,269656.7017815145
5037,171826.28709090475
2509,181557.57637819264
4937,320817.5527408859
12089,389345.1767201897
4964,179872.36385331367
16500,280862.3611983288
4625,148069.01509408795
2363,423523.28579108923
8148,202801.37281906643
3804,185844.56163706922
4584,163985.7815978966
10694,107523.34730433338
2691,172386.3110045136
2983,219890.98197414237
13563,335991.5612253911
10747,215357.39897363717
1721,204062.26643783276
2789,268178.1411528296
7214,249301.4206907166
8659,222808.9699660775
5107,313019.4753106066
3843,227286.76854740165
14610,403519.9591318506
15505,169089.96872796398
5060,265233.9419367971
16055,240917.48123728274
14963,210523.68435681236
4118,144890.5539960143
1672,209508.38298576316
3209,171465.8221029468
16515,142669.96961920673
973,173096.04807602032
12529,177358.74148643718
5896,115044.33037214083
5450,285853.0802283033
3249,169229.78549443212
8911,180098.92195663467
5898,221377.4244801499
1024,180869.97466974403
4766,213244.02781603445
15804,186671.55745020998
14303,206934.18009834454
10707,182991.22361975748
6605,228184.76714290748
1138,441829.1311102184
14088,462117.7775116401
9154,182850.8604907513
8190,188819.90088201882
398,263864.43868494476
13302,227901.3339125219
9696,148494.35483093417
16786,119093.3254617802
16230,189514.41962463607
6552,186390.81683035207
923,229850.74320037273
9602,322639.52688558435
5857,280923.69784184283
8120,170880.96619110677
7134,180350.6359366415
11726,182763.59333991245
8069,119050.78401473642
12420,172369.66177532583
8604,195369.706283682
4854,283995.43082474923
12212,189219.08995034103
12099,362904.5206242712
3882,440658.68777277716
6995,366780.4593888289
10172,215230.74543305376
11672,331731.4718372903
12897,281997.95307812723
16097,174771.2546908107
6779,264213.5181219378
11199,192058.61873053742
10816,433399.778562348
143,421322.78285513865
5399,263197.37723092927
3286,154700.78858755121
13706,203712.51561337322
1935,409924.72230563447
16000,176863.0024803463
2860,194254.59376353194
11407,187841.4717534371
16378,283361.0164637863
12278,174675.4143361903
3842,175399.85609881225
2692,333879.4918667777
7699,182598.56257249124
6825,272018.8522262459
7268,398238.1611264367
1477,409242.01529153594
9887,186708.0359720519
9436,182171.6250079676
3179,245257.06595741128
1350,466548.2962545853
10643,186211.62229545083
5793,264641.5356860805
11494,393235.0665758085
4206,195319.09612793152
12419,234592.31172174917
8530,232508.88383855898
5985,128453.68176410135
8908,196221.89710395064
256,126487.16135810697
7234,174050.4542813357
5648,209434.4815659087
3014,220201.57885377097
2184,185254.90353687483
9189,256265.79368948468
14884,191820.32965184492
10333,171980.7402290815
15896,136954.38548286635
13269,143489.90924700265
8603,214034.01078644546
15087,179678.67227983635
4344,188117.93182550356
7981,69040.18195825703
10908,222623.25999331515
6190,166726.34404786906
11742,210256.82348975548
9224,146013.89302248985
14667,214667.31945465057
458,188730.30801319223
2464,328160.00756178657
12320,235797.10931393117
278,190872.69648730225
2912,193617.62293937465
6698,214086.14222374957
4510,134098.74864412853
4183,178136.2395901208
5551,220729.95234013442
12187,168140.41819673055
7948,226650.29168873464
10808,186006.49156679452
12432,182128.71777865142
5356,186011.088745273
